Date,Open,High,Low,Close,Volume,Change
2023-06-28,72600,72700,72000,72700,8783093,0.00137741047
2023-06-29,73100,73400,72400,72400,12229967,-0.00412654746
2023-06-30,72500,72700,71700,72200,11694765,-0.00276243094
2023-07-03,72700,73200,72600,73000,10722181,0.0110803324
2023-07-04,73400,73600,72900,73000,10214350,0
2023-07-05,73000,73300,71900,72000,12310610,-0.0136986301
2023-07-06,71900,72400,71500,71600,14777667,-0.00555555556
2023-07-07,71100,71400,69800,69900,17308877,-0.0237430168
2023-07-10,70000,70400,69200,69500,11713926,-0.00572246066
2023-07-11,70200,71500,70100,71500,12177392,0.0287769784
2023-07-12,71200,72000,71100,71900,10375581,0.00559440559
2023-07-13,72400,72600,71900,71900,14417279,0
2023-07-14,72500,73400,72400,73400,15882519,0.0208623088
2023-07-17,73200,73500,72800,73300,10060049,-0.00136239782
2023-07-18,73200,73500,72000,72000,11697900,-0.0177353342
2023-07-19,72700,72800,71300,71700,10896412,-0.00416666667
2023-07-20,71100,71500,70800,71000,9732730,-0.00976290098
2023-07-21,70400,70400,69400,70300,16528926,-0.00985915493
2023-07-24,70100,70900,69900,70400,13418597,0.00142247511
2023-07-25,70000,70500,69800,70000,14314945,-0.00568181818
2023-07-26,69800,70600,68100,69800,30016221,-0.00285714286
2023-07-27,69900,71700,69300,71700,24261179,0.0272206304
2023-07-28,71800,72400,70100,70600,19420683,-0.0153417015
2023-07-31,70900,71000,69800,69800,13035420,-0.0113314448
2023-08-01,70100,71200,70000,71100,12299254,0.0186246418
2023-08-02,70700,71000,69800,69900,13835020,-0.0168776371
2023-08-03,69900,70200,68500,68800,20087090,-0.0157367668
2023-08-04,68800,69100,68200,68300,12360193,-0.00726744186
2023-08-07,67700,69200,67600,68500,10968505,0.00292825769
2023-08-08,69000,69100,67400,67600,14664709,-0.0131386861
2023-08-09,68000,69600,67900,68900,17259673,0.0192307692
2023-08-10,68300,68500,67800,68000,10227311,-0.0130624093
2023-08-11,68400,68800,67500,67500,9781038,-0.00735294118
2023-08-14,67500,67900,66900,67300,9352343,-0.00296296296
2023-08-16,66700,67100,66300,67000,13174578,-0.0044576523
2023-08-17,66300,66800,66000,66700,10778652,-0.00447761194
2023-08-18,66000,66700,65800,66300,11745006,-0.0059970015
2023-08-21,66600,67100,66300,66600,9720067,0.00452488688
2023-08-22,67200,67700,66300,66600,10500242,0
2023-08-23,66700,67100,66400,67100,9549352,0.00750750751
2023-08-24,68300,68700,67900,68200,15044463,0.0163934426
2023-08-25,67100,67400,66900,67100,7032462,-0.0161290323
2023-08-28,66800,67000,66500,66800,5824628,-0.0044709389
2023-08-29,66900,67200,66600,66800,9114352,0
2023-08-30,67300,67700,67100,67100,9181223,0.00449101796
2023-08-31,67100,67200,66400,66900,15964630,-0.00298062593
2023-09-01,66800,71000,66700,71000,29738235,0.0612855007
2023-09-04,72900,72900,70700,71200,26286495,0.00281690141
2023-09-05,70900,71500,70200,70700,12330239,-0.00702247191
2023-09-06,70700,70800,69700,70000,11414620,-0.0099009901
2023-09-07,70000,70600,69600,70400,13741241,0.00571428571
2023-09-08,70200,70300,69600,70300,10688118,-0.00142045455
2023-09-11,70400,70800,70000,70800,11785462,0.00711237553
2023-09-12,70800,71000,70400,70500,11688599,-0.00423728814
2023-09-13,71100,71600,70300,70900,15955797,0.00567375887
2023-09-14,71200,71800,70800,71700,21041407,0.0112834979
2023-09-15,71700,72300,71400,72000,17823512,0.00418410042
2023-09-18,71300,71700,70200,70200,16040727,-0.025
2023-09-19,70400,70800,69600,69800,11820188,-0.0056980057
2023-09-20,70000,70300,69500,69600,10873015,-0.00286532951
2023-09-21,69200,69800,68800,68900,10796336,-0.0100574713
2023-09-22,68300,68900,68300,68800,9897840,-0.00145137881
2023-09-25,68500,69700,68500,69400,13582516,0.00872093023
2023-09-26,70000,70000,68400,68600,13143470,-0.0115273775
2023-09-27,68600,69100,68200,68400,14886491,-0.0029154519
2023-10-04,67400,67700,66700,67500,23361149,-0.0131578947
2023-10-05,67300,67400,66700,66700,16108313,-0.0118518519
2023-10-06,67100,67300,66000,66000,14386527,-0.0104947526
2023-10-10,66200,67600,66200,66400,19889202,0.00606060606
2023-10-11,68600,69400,67900,68200,25209349,0.0271084337
2023-10-12,68600,69700,68200,68900,19311380,0.0102639296
2023-10-13,68000,68500,67700,68000,9724086,-0.0130624093
2023-10-16,67900,68500,66800,67300,12599299,-0.0102941176
2023-10-17,67700,69900,67400,69400,17299253,0.0312035661
2023-10-18,68900,70500,68800,70500,16493184,0.0158501441
2023-10-19,69700,70000,69400,69500,13985012,-0.0141843972
2023-10-20,68900,69200,68100,68800,15204495,-0.0100719424
2023-10-23,68700,69100,68200,68400,11625959,-0.00581395349
2023-10-24,68700,68800,67700,68500,12791710,0.0014619883
2023-10-25,68800,68800,67900,68000,10610703,-0.00729927007
2023-10-26,67000,67900,66700,66700,15517624,-0.0191176471
2023-10-27,67100,67300,66700,67300,11334726,0.00899550225
2023-10-30,66800,67800,66700,67300,10139270,0
2023-10-31,67600,68300,66900,66900,14488892,-0.0059435364
2023-11-01,67500,68900,67300,68600,13775256,0.0254110613
2023-11-02,70000,70000,69400,69700,16350031,0.0160349854
2023-11-03,69700,70200,69500,69600,10322234,-0.00143472023
2023-11-06,69800,70900,69300,70900,22228489,0.0186781609
2023-11-07,70600,70900,70000,70900,17228731,0
2023-11-08,71300,71400,69700,69900,12901310,-0.0141043724
2023-11-09,69900,70800,69600,70300,12301373,0.00572246066
2023-11-10,70000,70500,69500,70500,9684347,0.00284495021
2023-11-13,71300,71300,70300,70400,9246919,-0.00141843972
2023-11-14,71000,71100,70600,70800,9567984,0.00568181818
2023-11-15,71600,72200,71500,72200,20148677,0.0197740113
2023-11-16,72500,73000,72300,72800,15860451,0.00831024931
2023-11-17,72300,73000,72300,72500,11494644,-0.00412087912
2023-11-20,72100,73000,72100,72700,10610157,0.00275862069
2023-11-21,73100,73400,72700,72800,9712881,0.00137551582
2023-11-22,72200,73000,71900,72800,11105143,0
2023-11-23,73000,73200,72200,72400,6775614,-0.00549450549
2023-11-24,72400,72600,71700,71700,6676685,-0.00966850829
2023-11-27,71500,72100,71100,71300,9113857,-0.00557880056
2023-11-28,71400,72700,71300,72700,13283081,0.0196353436
2023-11-29,72400,72800,72200,72700,9283933,0
2023-11-30,72700,72800,72200,72800,15783714,0.00137551582
2023-12-01,72400,72500,71700,72000,9871284,-0.010989011
2023-12-04,72800,72900,72400,72600,10229267,0.00833333333
2023-12-05,72300,72400,71200,71200,12129682,-0.0192837466
2023-12-06,71800,72100,71600,71700,8123087,0.00702247191
2023-12-07,71800,71900,71100,71500,8862017,-0.00278940028
2023-12-08,72100,72800,71900,72600,10859463,0.0153846154
2023-12-11,72800,73000,72200,73000,9861960,0.00550964187
2023-12-12,73300,73500,73100,73500,13758646,0.00684931507
2023-12-13,73300,73500,72800,72800,13116766,-0.00952380952
2023-12-14,74100,74300,72500,73100,27567593,0.00412087912
2023-12-15,73800,74000,73200,73300,15419815,0.00273597811
2023-12-18,73300,73400,72800,72900,9690551,-0.00545702592
2023-12-19,73000,73400,72800,73400,8907632,0.00685871056
2023-12-20,74200,74900,73800,74800,16870156,0.0190735695
2023-12-21,74600,75000,74300,75000,13478766,0.00267379679
2023-12-22,75800,76300,75400,75900,14515608,0.012
2023-12-26,76100,76700,75700,76600,13164909,0.0092226614
2023-12-27,76700,78000,76500,78000,20651042,0.0182767624
2023-12-28,77700,78500,77500,78500,17797536,0.00641025641
2024-01-02,78200,79800,78200,79600,17142847,0.0140127389
2024-01-03,78500,78800,77000,77000,21753644,-0.0326633166
2024-01-04,76100,77300,76100,76600,15324439,-0.00519480519
2024-01-05,76700,77100,76400,76600,11304316,0
2024-01-08,77000,77500,76400,76500,11088724,-0.00130548303
2024-01-09,77400,77700,74300,74700,26019249,-0.0235294118
2024-01-10,75000,75200,73200,73600,20259529,-0.0147255689
2024-01-11,72900,73600,72700,73200,57691266,-0.00543478261
2024-01-12,73000,74100,72800,73100,13038939,-0.00136612022
2024-01-15,73200,74000,73200,73900,13212339,0.0109439124
2024-01-16,73500,73700,72500,72600,14760415,-0.0175913396
2024-01-17,73100,73300,71000,71000,22683660,-0.0220385675
2024-01-18,71600,72000,70700,71700,17853397,0.00985915493
2024-01-19,73500,74700,73000,74700,23363427,0.0418410042
2024-01-22,75900,76000,75000,75100,19673375,0.00535475234
2024-01-23,75700,75800,74300,75200,14786224,0.00133155792
2024-01-24,75200,75200,73500,74000,12860661,-0.0159574468
2024-01-25,74200,74800,73700,74100,11737747,0.00135135135
2024-01-26,73700,74500,73300,73400,11160062,-0.00944669366
2024-01-29,73800,75200,73500,74400,13976521,0.0136239782
2024-01-30,75000,75300,73700,74300,12244418,-0.00134408602
2024-01-31,73400,74000,72500,72700,15703560,-0.0215343203
2024-02-01,73000,74200,72900,73600,19881033,0.0123796424
2024-02-02,74000,75200,73700,75200,14955881,0.0217391304
2024-02-05,74200,74800,73500,74300,19026021,-0.0119680851
2024-02-06,74300,74700,73300,74400,14559254,0.00134589502
2024-02-07,74600,75500,74300,75000,16566445,0.00806451613
2024-02-08,75000,75200,73600,74100,20810708,-0.012
2024-02-13,74800,75200,74400,75200,21966745,0.0148448043
2024-02-14,73700,74300,73700,74000,12434945,-0.0159574468
2024-02-15,74200,74400,73000,73000,14120600,-0.0135135135
2024-02-16,73300,73400,72500,72800,13444781,-0.00273972603
2024-02-19,72800,73900,72800,73800,12726404,0.0137362637
2024-02-20,73700,73700,72800,73300,14681477,-0.00677506775
2024-02-21,73400,73700,72900,73000,11503495,-0.00409276944
2024-02-22,73800,73900,72700,73100,15208934,0.00136986301
2024-02-23,73600,74200,72900,72900,16225166,-0.00273597811
2024-02-26,72300,73200,72200,72800,14669352,-0.00137174211
2024-02-27,73100,73400,72700,72900,13201981,0.00137362637
2024-02-28,72900,73900,72800,73200,11795859,0.00411522634
2024-02-29,72600,73400,72000,73400,21176403,0.00273224044
2024-03-04,74300,75000,74000,74900,23210474,0.0204359673
2024-03-05,74600,74800,73700,73700,19505125,-0.0160213618
2024-03-06,73200,73500,72700,72900,21547905,-0.0108548168
2024-03-07,73100,73300,72200,72200,14516963,-0.00960219479
2024-03-08,72800,73400,72600,73300,19271349,0.0152354571
2024-03-11,72900,73100,72300,72400,9740504,-0.0122783083
2024-03-12,72600,73500,72100,73300,13011654,0.0124309392
2024-03-13,73700,74100,73500,74100,15243134,0.0109140518
2024-03-14,74400,74500,73600,74300,22545539,0.00269905533
2024-03-15,73400,73700,72300,72300,22580555,-0.0269179004
2024-03-18,72600,73000,72500,72800,11520348,0.00691562932
2024-03-19,72300,73000,71700,72800,15376066,0
2024-03-20,73700,77200,73400,76900,50106297,0.0563186813
2024-03-21,79200,79300,77700,79300,44569799,0.0312093628
2024-03-22,79600,79900,77800,78900,26724761,-0.00504413619
2024-03-25,79600,79800,77800,78200,18703996,-0.00887198986
2024-03-26,79700,80100,79200,79900,30551494,0.0217391304
2024-03-27,79200,80000,79200,79800,17424595,-0.00125156446
2024-03-28,79400,81000,79200,80800,25084812,0.0125313283
2024-03-29,81200,82500,80900,82400,27126366,0.0198019802
2024-04-01,83200,83300,82000,82000,20116513,-0.00485436893
2024-04-02,82900,85000,82900,85000,37077944,0.0365853659
2024-04-03,84300,85000,83500,84100,30493347,-0.0105882353
2024-04-04,85200,85500,84300,85300,25248934,0.0142687277
2024-04-05,84500,85000,83800,84500,18883752,-0.00937866354
2024-04-08,85200,86000,84500,84500,18953232,0
2024-04-09,84500,84900,83100,83600,23725956,-0.0106508876
2024-04-11,83200,84700,82500,84100,25538009,0.00598086124
2024-04-12,84700,84900,83200,83700,17061770,-0.00475624257
2024-04-15,82900,83200,81200,82200,26663772,-0.017921147
2024-04-16,81200,81300,79400,80000,31949845,-0.0267639903
2024-04-17,80700,80800,78900,78900,22611631,-0.01375
2024-04-18,78800,80100,78300,79600,21370190,0.00887198986
2024-04-19,78300,78700,76300,77600,31317563,-0.0251256281
2024-04-22,77400,77500,75100,76100,30469477,-0.0193298969
2024-04-23,76400,76800,75500,75500,18717699,-0.00788436268
2024-04-24,77500,78800,77200,78600,22166150,0.0410596026
2024-04-25,77300,77500,76300,76300,15549134,-0.0292620865
2024-04-26,77800,77900,76500,76700,12755629,0.00524246396
2024-04-29,77400,77600,76200,76700,14664474,0
2024-04-30,77000,78500,76600,77500,19007007,0.0104302477
2024-05-02,77600,78600,77300,78000,18900640,0.0064516129
2024-05-03,79000,79000,77500,77600,13151889,-0.00512820513
2024-05-07,79600,81300,79400,81300,26238868,0.0476804124
2024-05-08,80800,81400,80500,81300,13089576,0
2024-05-09,81100,81500,79700,79700,18759935,-0.0196801968
2024-05-10,80400,81100,78900,79200,16976124,-0.00627352572
2024-05-13,79400,79900,77600,78400,18652344,-0.0101010101
2024-05-14,78600,78800,77900,78300,11763992,-0.0012755102
2024-05-16,80200,80300,78100,78200,20989778,-0.00127713921
2024-05-17,78600,78800,77200,77400,15918201,-0.010230179
2024-05-20,78100,79100,77900,78900,19456783,0.019379845
2024-05-21,78500,79000,78200,78400,13690583,-0.00633713561
2024-05-22,78100,78700,77300,77700,19521506,-0.00892857143
2024-05-23,77700,79100,77100,78300,18728087,0.00772200772
2024-05-24,76800,77000,75700,75900,27891278,-0.030651341
2024-05-27,75300,78200,74000,77200,43825202,0.0171277997
2024-05-28,76500,78000,76200,77600,18539072,0.00518134715
2024-05-29,77700,78200,75200,75200,30244875,-0.0309278351
2024-05-30,74800,75200,73500,73500,28551273,-0.022606383
2024-05-31,74500,74700,73500,73500,26198776,0
2024-06-03,74400,76400,74200,75700,15706268,0.0299319728
2024-06-04,74900,76100,74900,75300,14098053,-0.00528401585
2024-06-05,78000,78000,76800,77400,23177968,0.0278884462
2024-06-07,78400,78600,77100,77300,21189349,-0.00129198966
2024-06-10,76100,76600,75600,75700,14598755,-0.020698577
2024-06-11,75900,76000,75100,75200,16971175,-0.00660501982
2024-06-12,75300,77100,75200,76500,19246725,0.017287234
2024-06-13,78400,79000,77800,78600,33763804,0.0274509804
2024-06-14,79700,80500,79000,79600,22926612,0.0127226463
2024-06-17,79200,79500,78000,78100,16123051,-0.0188442211
2024-06-18,78700,80200,78600,79800,18207598,0.0217669654
2024-06-19,81100,82500,80500,81200,24168863,0.0175438596
2024-06-20,81500,82200,81200,81600,20288913,0.00492610837
2024-06-21,80700,80800,80000,80000,17907523,-0.0196078431
2024-06-24,79700,80900,79500,80600,15454227,0.0075
2024-06-25,80600,81800,80100,80800,19088458,0.00248138958
2024-06-26,80100,81400,79900,81300,17783242,0.00618811881
2024-06-27,81300,81600,80500,81600,11739720,0.0036900369
2024-06-28,81900,81900,80800,81500,9455929,-0.0012254902
2024-07-01,81500,82100,81300,81800,11317202,0.0036809816
2024-07-02,82500,82600,81500,81800,14471904,0
2024-07-03,82300,82300,81000,81800,11440328,0
2024-07-04,82900,84700,82400,84600,43857229,0.0342298289
2024-07-05,85600,87100,85200,87100,45791193,0.0295508274
2024-07-08,87900,88600,86900,87400,24035809,0.00344431688
2024-07-09,87800,88200,86900,87800,21336201,0.00457665904
2024-07-10,87600,88000,87100,87800,17813847,0
2024-07-11,88500,88800,86700,87600,24677608,-0.00227790433
2024-07-12,85900,86100,84100,84400,26344386,-0.0365296804
2024-07-15,84700,87300,84100,86700,25193080,0.0272511848
2024-07-16,86900,88000,86700,87700,16166688,0.0115340254
2024-07-17,87100,88000,86400,86700,18186490,-0.0114025086
2024-07-18,83800,86900,83800,86900,24721790,0.00230680507
2024-07-19,85600,86100,84100,84400,18569122,-0.0287686997
2024-07-22,84400,84900,82600,83000,18987560,-0.0165876777
2024-07-23,84200,84700,83400,83900,15766389,0.0108433735
2024-07-24,82900,83300,81900,82000,16939083,-0.0226460072
2024-07-25,80400,81000,80100,80400,20323811,-0.0195121951
2024-07-26,80700,81300,80400,80900,14508334,0.00621890547
2024-07-29,81600,82000,81100,81200,12797136,0.00370828183
2024-07-30,80400,81000,80000,81000,13169636,-0.00246305419
2024-07-31,81200,83900,80900,83900,20744323,0.0358024691
2024-08-01,86000,86100,83100,83100,20900338,-0.00953516091
2024-08-02,81000,81400,79500,79600,25800275,-0.0421179302
2024-08-05,76700,76900,70200,71400,54608790,-0.103015075
2024-08-06,74900,75300,72300,72500,47295226,0.0154061625
2024-08-07,73000,76000,72800,74700,32710428,0.0303448276
2024-08-08,73200,73900,72500,73400,28414729,-0.0174029451
2024-08-09,75700,75800,74200,74700,16388222,0.0177111717
2024-08-12,75200,75900,74800,75500,9839259,0.0107095047
2024-08-13,76500,76600,75500,76100,10716261,0.00794701987
2024-08-14,77400,77800,77000,77200,13246168,0.0144546649
2024-08-16,79400,80200,78700,80200,22061478,0.0388601036
2024-08-19,80100,80100,78000,78300,14146565,-0.0236907731
2024-08-20,79500,79800,78700,78900,10683836,0.00766283525
2024-08-21,77900,78600,77800,78300,7805598,-0.00760456274
2024-08-22,78700,78900,77800,78300,8149101,0
2024-08-23,77700,78400,77500,77700,9420306,-0.00766283525
2024-08-26,78100,78200,76000,76100,15655938,-0.0205920206
2024-08-27,75700,76500,75600,75800,11130145,-0.00394218134
2024-08-28,75800,76400,75400,76400,9794514,0.00791556728
2024-08-29,73600,74700,73500,74000,16884479,-0.0314136126
2024-08-30,74400,75000,74100,74300,16358520,0.00405405405
2024-09-02,74500,74700,73500,74400,12641376,0.00134589502
2024-09-03,74100,74300,72500,72500,16314599,-0.0255376344
2024-09-04,69800,71100,69800,70000,27366563,-0.0344827586
2024-09-05,70100,71200,69000,69000,25686769,-0.0142857143
2024-09-06,69100,69700,68000,68900,19022299,-0.00144927536
2024-09-09,66900,68200,66600,67500,23263298,-0.0203193033
2024-09-10,67000,67300,66000,66200,30651376,-0.0192592593
2024-09-11,65100,65500,64200,64900,35809707,-0.0196374622
2024-09-12,66000,66600,65200,66300,35884106,0.0215716487
2024-09-13,65000,65500,64300,64400,25045135,-0.0286576169
2024-09-19,64000,64400,62200,63100,49402713,-0.0201863354
2024-09-20,63800,64700,63000,63000,32746056,-0.00158478605
2024-09-23,62300,63500,62200,62600,28542376,-0.00634920635
2024-09-24,62800,63400,62400,63200,26957500,0.00958466454
2024-09-25,63800,64200,62200,62200,28652438,-0.0158227848
2024-09-26,63900,64900,63700,64700,37566015,0.040192926
2024-09-27,64700,65400,64200,64200,28433030,-0.00772797527
2024-09-30,64200,64300,61500,61500,32694163,-0.0420560748
2024-10-02,60500,61900,59900,61300,28473536,-0.00325203252
2024-10-04,61000,61700,60500,60600,24247578,-0.0114192496
2024-10-07,60200,61900,59500,61000,35066533,0.00660066007
2024-10-08,60000,61000,59900,60300,27411786,-0.0114754098
2024-10-10,60100,60200,58900,58900,45262214,-0.0232172471
2024-10-11,59100,60100,59000,59300,29623969,0.00679117148
2024-10-14,59500,61200,59400,60800,20886249,0.0252951096
2024-10-15,61100,61400,60100,61000,22715239,0.00328947368
2024-10-16,59400,60000,59200,59500,23303268,-0.0245901639
2024-10-17,59400,60100,59100,59700,23372873,0.00336134454
2024-10-18,59900,60100,59100,59200,14420260,-0.00837520938
2024-10-21,59000,59600,58500,59000,18514905,-0.00337837838
2024-10-22,58800,58900,57700,57700,27582527,-0.0220338983
2024-10-23,57500,60000,57100,59100,27300780,0.0242634315
2024-10-24,58200,58500,56600,56600,31499922,-0.0423011844
2024-10-25,56000,56900,55800,55900,25829315,-0.0123674912
2024-10-28,55700,58500,55700,58100,27775009,0.0393559928
2024-10-29,58000,59600,57300,59600,28369314,0.0258175559
2024-10-30,59100,59800,58600,59100,19838511,-0.00838926174
2024-10-31,58500,61200,58300,59200,35809196,0.00169204738
2024-11-01,59000,59600,58100,58300,19083180,-0.0152027027
2024-11-04,58600,59400,58400,58700,15586947,0.00686106346
2024-11-05,57800,58100,57200,57600,17484474,-0.0187393526
2024-11-06,57600,58000,56300,57300,22092218,-0.00520833333
2024-11-07,56900,58100,56800,57500,17043102,0.0034904014
2024-11-08,58000,58300,57000,57000,13877396,-0.00869565217
2024-11-11,56700,56800,55000,55000,29811326,-0.0350877193
2024-11-12,54600,54600,53000,53000,37962881,-0.0363636364
2024-11-13,52000,53000,50500,50600,52527995,-0.0452830189
2024-11-14,50200,51800,49900,49900,48510715,-0.0138339921
2024-11-15,50300,54200,50300,53500,46774485,0.0721442886
2024-11-18,57000,57500,55900,56700,48095234,0.0598130841
2024-11-19,56500,57500,55900,56300,31539632,-0.00705467372
2024-11-20,56100,56500,54800,55300,20864667,-0.0177619893
2024-11-21,54900,56900,54700,56400,19096850,0.0198915009
2024-11-22,56000,56700,55900,56000,15281543,-0.00709219858
2024-11-25,57400,57900,56700,57900,36237325,0.0339285714
2024-11-26,57900,58900,57500,58300,23209405,0.00690846287
2024-11-27,57700,57800,56000,56300,21808387,-0.0343053173
2024-11-28,56000,56400,55200,55500,20001134,-0.0142095915
2024-11-29,55100,55300,53800,54200,24513531,-0.0234234234
2024-12-02,54300,54400,53100,53600,22044867,-0.0110701107
2024-12-03,53100,54400,53100,53600,23374603,0
2024-12-04,52000,53400,52000,53100,29004766,-0.00932835821
2024-12-05,53200,54400,53200,53700,23588277,0.011299435
2024-12-06,53900,54400,52700,54100,22861874,0.00744878957
2024-12-09,53500,54600,53200,53400,26227680,-0.0129390018
2024-12-10,54500,54500,53700,54000,20783970,0.0112359551
2024-12-11,53600,54200,53400,54000,14565947,0
2024-12-12,54000,56500,53900,55900,33476698,0.0351851852
2024-12-13,55800,56300,55500,56100,15908823,0.00357781753
2024-12-16,56300,56600,55200,55600,15277277,-0.00891265597
2024-12-17,54700,55200,54000,54200,20215230,-0.0251798561
2024-12-18,54100,55400,54000,54900,13698937,0.0129151292
2024-12-19,53500,53800,53100,53100,22481925,-0.0327868852
2024-12-20,52700,53100,51900,53000,24674774,-0.00188323917
2024-12-23,53400,54000,53300,53500,13672650,0.00943396226
2024-12-24,53700,54500,53600,54400,11634677,0.0168224299
2024-12-26,54500,54600,53500,53600,10517075,-0.0147058824
2024-12-27,53500,54100,53200,53700,10747196,0.00186567164
2024-12-30,53300,54000,53100,53200,12624702,-0.00931098696
